"20-30mM-1_Xylene20mM - RawData"
"Wavelength nm."	"Abs."
980.00	0.0640
981.00	0.0636
982.00	0.0634
983.00	0.0630
984.00	0.0628
985.00	0.0623
986.00	0.0621
987.00	0.0616
988.00	0.0612
989.00	0.0608
990.00	0.0603
991.00	0.0598
992.00	0.0595
993.00	0.0592
994.00	0.0588
995.00	0.0586
996.00	0.0582
997.00	0.0578
998.00	0.0575
999.00	0.0570
1000.00	0.0564
1001.00	0.0560
1002.00	0.0556
1003.00	0.0551
1004.00	0.0548
1005.00	0.0545
1006.00	0.0542
1007.00	0.0539
1008.00	0.0537
1009.00	0.0534
1010.00	0.0529
1011.00	0.0524
1012.00	0.0519
1013.00	0.0516
1014.00	0.0511
1015.00	0.0508
1016.00	0.0504
1017.00	0.0502
1018.00	0.0498
1019.00	0.0496
1020.00	0.0495
1021.00	0.0493
1022.00	0.0489
1023.00	0.0486
1024.00	0.0482
1025.00	0.0477
1026.00	0.0473
1027.00	0.0470
1028.00	0.0467
1029.00	0.0464
1030.00	0.0461
1031.00	0.0462
1032.00	0.0460
1033.00	0.0455
1034.00	0.0453
1035.00	0.0450
1036.00	0.0444
1037.00	0.0441
1038.00	0.0439
1039.00	0.0436
1040.00	0.0433
1041.00	0.0432
1042.00	0.0430
1043.00	0.0428
1044.00	0.0425
1045.00	0.0422
1046.00	0.0420
1047.00	0.0416
1048.00	0.0412
1049.00	0.0410
1050.00	0.0407
1051.00	0.0403
1052.00	0.0401
1053.00	0.0401
1054.00	0.0399
1055.00	0.0399
1056.00	0.0395
1057.00	0.0393
1058.00	0.0395
1059.00	0.0394
1060.00	0.0390
1061.00	0.0386
1062.00	0.0385
1063.00	0.0378
1064.00	0.0376
1065.00	0.0375
1066.00	0.0374
1067.00	0.0374
1068.00	0.0372
1069.00	0.0369
1070.00	0.0367
1071.00	0.0365
1072.00	0.0360
1073.00	0.0356
1074.00	0.0355
1075.00	0.0352
1076.00	0.0353
1077.00	0.0352
1078.00	0.0353
1079.00	0.0351
1080.00	0.0350
1081.00	0.0349
1082.00	0.0347
1083.00	0.0346
1084.00	0.0344
1085.00	0.0342
1086.00	0.0340
1087.00	0.0340
1088.00	0.0337
1089.00	0.0336
1090.00	0.0336
1091.00	0.0331
1092.00	0.0327
1093.00	0.0327
1094.00	0.0324
1095.00	0.0321
1096.00	0.0324
1097.00	0.0326
1098.00	0.0326
1099.00	0.0326
1100.00	0.0326
1101.00	0.0323
1102.00	0.0322
1103.00	0.0321
1104.00	0.0317
1105.00	0.0316
1106.00	0.0314
1107.00	0.0312
1108.00	0.0311
1109.00	0.0312
1110.00	0.0310
1111.00	0.0310
1112.00	0.0309
1113.00	0.0308
1114.00	0.0308
1115.00	0.0306
1116.00	0.0306
1117.00	0.0304
1118.00	0.0302
1119.00	0.0302
1120.00	0.0303
1121.00	0.0303
1122.00	0.0306
1123.00	0.0305
1124.00	0.0303
1125.00	0.0303
1126.00	0.0301
1127.00	0.0298
1128.00	0.0297
1129.00	0.0296
1130.00	0.0294
1131.00	0.0292
1132.00	0.0292
1133.00	0.0292
1134.00	0.0294
1135.00	0.0293
1136.00	0.0294
1137.00	0.0294
1138.00	0.0294
1139.00	0.0292
1140.00	0.0292
1141.00	0.0290
1142.00	0.0287
1143.00	0.0288
1144.00	0.0289
1145.00	0.0288
1146.00	0.0288
1147.00	0.0290
1148.00	0.0290
1149.00	0.0288
1150.00	0.0291
1151.00	0.0294
1152.00	0.0294
1153.00	0.0291
1154.00	0.0290
1155.00	0.0288
1156.00	0.0285
1157.00	0.0287
1158.00	0.0290
1159.00	0.0291
1160.00	0.0291
1161.00	0.0289
1162.00	0.0286
1163.00	0.0286
1164.00	0.0285
1165.00	0.0283
1166.00	0.0283
1167.00	0.0284
1168.00	0.0284
1169.00	0.0286
